component,componentCategory,prop,propType,normalizedPropType,propCategory,defaultValue,acceptsObject,objectExample,acceptsNode,enumValues,documentedValues,description,conditionalRelationship,childSupport
SelectMultiple,Input,dropTarget,object,object,behavior,,true,,false,ref.current,ref.current,"Target where the options drop will be aligned to. This should be a React reference. Typically, this is not required as the drop will be aligned to the SelectMultiple itself by default.",,
SelectMultiple,Input,emptySearchMessage,string | node,union,behavior,,false,,true,"""No matches found"" | <Text> No results found. <Text/>","""No matches found"" | <Text> No results found. <Text/>",Empty option message to display when no matching results were found,,
SelectMultiple,Input,focusIndicator,boolean,boolean,state,,false,,false,true | false,true | false,Whether when 'plain' it should receive a focus outline.,,
SelectMultiple,Input,gridArea,string,string,layout,,false,,false,"""a parent grid area name""","""a parent grid area name""",The name of the area to place this inside a parent Grid.,,
SelectMultiple,Input,help,string | node,union,behavior,,false,,true,help text | <Box background='gray'> help text </Box>,help text | <Box background='gray'> help text </Box>,Optional help text to display above the options in the drop.,,
SelectMultiple,Input,icon,boolean | function | node,union,content,,false,() => {},true,true | false | () => {} | <Icon />,true | false | () => {} | <Icon />,A custom icon to be used when rendering the select. You can use false to not render an icon at all.,,
SelectMultiple,Input,labelKey,string | function,union,behavior,,false,() => {},false,"""key"" | () => {}","""key"" | () => {}","When the options array contains objects, this property indicates how to retrieve the label for each option. The label is what is displayed to the user in the options list drop down and for the selected option itself.",used with options objects,
SelectMultiple,Input,limit,number,number,behavior,,false,,false,5,5,The maximum number of options that can be selected.,,
SelectMultiple,Input,margin,string | object,union,layout,,true,"{ vertical: ""..."", horizontal: ""..."", top: ""..."", bottom: ""..."", left: ""..."", right: ""..."" }",false,"""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""","""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""",The amount of margin around the component.,,
SelectMultiple,Input,messages,object,object,behavior,,true,"{ multiple: ""string"" }",false,,,Custom messages.,,
SelectMultiple,Input,name,string,enum,content,,false,,false,"""name""","""name""",The name of the attribute when in a Form or FormField.,,
SelectMultiple,Input,onChange,function,function,event,,false,"({ value, option }) => {...}",false,"({ value, option }) => {...}","({ value, option }) => {...}",Function that will be called when the user selects an option.,,
SelectMultiple,Input,onClose,function,function,event,,false,() => {},false,() => {},() => {},Function that will be called when the SelectMultiple drop closes.,,
SelectMultiple,Input,onMore,function,function,event,,false,() => {},false,() => {},() => {},Use this to indicate that 'options' doesn't contain all that it could.,,
SelectMultiple,Input,onOpen,function,function,event,,false,() => {},false,() => {},() => {},Function that will be called when the SelectMultiple drop opens.,,
SelectMultiple,Input,onSearch,function,function,event,,false,() => {},false,() => {},() => {},"Function that will be called when the user types in the search input. If this property is not provided, no search field will be rendered. If the 'onMore' prop is being used and the 'options' prop doesn't reflect all the potential options, the 'onSearch' function supports modifying the 'options' based on a search term.",,
SelectMultiple,Input,open,boolean,boolean,state,,false,,false,true | false,true | false,The control for the open and close state of the component.,,
SelectMultiple,Input,options,array[string] | array[number] | array[boolean] | array[element] | array[object],array,content,,false,"[{}, {}]",false,,,The options to choose from.,,
SelectMultiple,Input,placeholder,string | element | node,union,content,,false,{},true,"""placeholder"" | <Element />","""placeholder"" | <Element />",Placeholder to use when no value is provided.,,
SelectMultiple,Input,plain,boolean,boolean,state,,false,,false,true | false,true | false,Whether this is a plain SelectMultiple input with no border or padding.,,
SelectMultiple,Input,replace,boolean,boolean,behavior,,false,,false,true | false,true | false,Whether to replace previously rendered items with a generic spacing element when they have scrolled out of view. This is more performant but means that in-page searching will not find elements that have been replaced.,,
SelectMultiple,Input,searchPlaceholder,string | node,union,behavior,,false,,true,"""search..."" | <Text>Enter search term</Text>","""search..."" | <Text>Enter search term</Text>",Placeholder text to use in the search box when the search input is empty.,,
SelectMultiple,Input,showSelectedInline,boolean,boolean,behavior,,false,,false,true | false,true | false,Whether selections should be displayed at the input level of the component.,,
SelectMultiple,Input,size,string,string,layout,,false,,false,"""small"" | ""medium"" | ""large"" | ""xlarge"" | ""string""","""small"" | ""medium"" | ""large"" | ""xlarge"" | ""string""",The size of the text and icon.,,
SelectMultiple,Input,sortSelectedOnClose,boolean,boolean,behavior,,false,,false,true | false,true | false,Whether selections should be sorted with selected items displayed at the top of the list after closing and reopening the drop. Note: code that relies on indexes of the options shouldn't be used when sortSelectedOnClose is true.,,
SelectMultiple,Input,value,array[string] | array[number] | array[object],array,content,,false,"[{}, {}]",false,,,"The currently selected value. When 'valueKey' sets 'reduce', the value(s) here should match what the 'valueKey' would return for the corresponding selected option object. Otherwise, the value should be one or more of the options from the options array.",,
SelectMultiple,Input,valueKey,string | object | function,union,behavior,,true,"{ key: ""string"", reduce: boolean }",false,"""key"" | (option) => {}","""key"" | (option) => {}","When the options array contains objects, this property indicates how to retrieve the value of each option.",used with options objects,
SelectMultiple,Input,valueLabel,node | function,union,behavior,,false,{(option) => {}},true,<Box>...</Box>,<Box>...</Box>,"Provides custom rendering of the value. If not provided, Select will render the value automatically.",,
TextArea,Input,a11yTitle,string,string,accessibility,,false,"""a user friendly label for screen readers""",false,,,"Custom label to be used by screen readers. When provided, an aria-label will be added to the element.",,
TextArea,Input,fill,boolean,boolean,state,,false,,false,true | false,true | false,Whether the width and height should fill the container.,,
TextArea,Input,focusIndicator,boolean,boolean,state,,false,,false,true | false,true | false,Whether the plain TextArea should receive a focus outline.,,
TextArea,Input,id,string,string,accessibility,,false,,false,"""id""","""id""",The id attribute of the textarea.,,
TextArea,Input,name,string,enum,content,,false,,false,"""name""","""name""",The name attribute of the textarea.,,
TextArea,Input,onChange,function,function,event,,false,() => {},false,() => {},() => {},Function that will be called when the user types in the textarea.,,
TextArea,Input,placeholder,string,enum,content,,false,,false,"""Enter text here...""","""Enter text here...""",Placeholder text to use when no value is provided.,,
TextArea,Input,plain,boolean,boolean,state,,false,,false,true | false,true | false,Whether this is a plain textarea with no border or padding. Only use this when the containing context provides sufficient affordance.,,
TextArea,Input,resize,boolean | string,union,behavior,,false,,false,"true | false | ""vertical"" | ""horizontal""","true | false | ""vertical"" | ""horizontal""",Whether user is allowed to resize the textarea.,,
TextArea,Input,size,string,string,layout,,false,,false,"""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""xxlarge"" | ""2xl"" | ""3xl"" | ""4xl"" | ""5xl"" | ""6xl"" | ""string""","""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""xxlarge"" | ""2xl"" | ""3xl"" | ""4xl"" | ""5xl"" | ""6xl"" | ""string""",The size of the text.,,
TextArea,Input,value,string,enum,content,,false,,false,"""sample text""","""sample text""",What text to put in the textarea.,,
TextInput,Input,a11yTitle,string,string,accessibility,,false,"""a user friendly label for screen readers""",false,,,Custom title to be used by screen readers.,,
TextInput,Input,defaultSuggestion,number,number,behavior,"suggestion to highlight, as an index into the suggestions array",false,,false,0,0,"Note: This prop may trigger unexpected context changes for screen readers (e.g. VoiceOver), potentially violating WCAG 3.2.1.",,
TextInput,Input,dropAlign,object,object,behavior,,true,"{ top: ""top"" | ""bottom"", bottom: ""top"" | ""bottom"", right: ""left"" | ""right"", left: ""left"" | ""right"" }",false,,,How to align the drop.,,
TextInput,Input,dropHeight,string,string,behavior,,false,,false,"""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""string""","""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""string""",The height of the drop container.,,
TextInput,Input,dropProps,object,object,behavior,,true,{},false,,,Any valid Drop prop.,,
TextInput,Input,dropTarget,object,object,behavior,,true,,false,ref.current,ref.current,Target where any suggestions drop will be aligned to.,,
TextInput,Input,focusIndicator,boolean,boolean,state,,false,,false,true | false,true | false,Whether the plain TextInput should receive a focus outline.,,
TextInput,Input,icon,element,element,content,,false,,true,<Search />,<Search />,"An optional icon to show. This could be used to provide an indication of what kind of input is expected, like an email icon, or what the input will be used for, like a search icon.",,icon={<Add />}
TextInput,Input,id,string,string,accessibility,,false,,false,"""id""","""id""",The id attribute of the input.,,
TextInput,Input,messages,object,object,behavior,strings and accessibility announcements,true,"{ enterSelect: ""(Press Enter to Select)"", suggestionsCount: ""suggestions available"", suggestionsExist: ""This input has suggestions use arrow keys to navigate"", suggestionIsOpen: ""Suggestions drop is open, continue to use arrow keys to navigate"" }",false,,,Custom messages for TextInput. Used for internationalization and customization of default strings and accessibility announcements.,,
TextInput,Input,name,string,enum,content,,false,,false,"""name""","""name""",The name of the attribute when in a Form or FormField.,,
TextInput,Input,onChange,function,function,event,,false,() => {},false,() => {},() => {},Function that will be called when the user types in the input.,,
TextInput,Input,onSelect,function,function,event,to React's onSelect,false,() => {},false,() => {},() => {},"Note: This function is deprecated, use onSuggestionSelect instead. Function that will be called when the user selects a suggestion. The suggestion contains the object chosen from the supplied suggestions. When used in conjunction with onSuggestionSelect this will default to React's onSelect.",,
TextInput,Input,onSuggestionSelect,function,function,event,,false,() => {},false,() => {},() => {},Function that will be called when the user selects a suggestion. The suggestion contains the object chosen from the supplied suggestions.,,
TextInput,Input,onSuggestionsClose,function,function,event,,false,() => {},false,() => {},() => {},Function that will be called when the suggestions drop is closed.,,
TextInput,Input,onSuggestionsOpen,function,function,event,,false,() => {},false,() => {},() => {},Function that will be called when the suggestions drop is opened.,,
TextInput,Input,placeholder,node,ReactNode,content,,false,,true,"""placeholder"" | <Box>...</Box>","""placeholder"" | <Box>...</Box>",Placeholder to use when no value is provided.,,
TextInput,Input,plain,boolean | string,union,state,,false,,false,"true | false | ""full""","true | false | ""full""",Whether this is a plain input with no border or outline.,,
TextInput,Input,readOnlyCopy,boolean,boolean,behavior,,false,,false,true | false,true | false,Makes the TextInput readOnly and adds a copy to clipboard button. Setting this to true will automatically set the readOnly prop to true.,,
TextInput,Input,reverse,boolean,boolean,state,,false,,false,true | false,true | false,Whether an icon should be reversed so that the icon is at the end of the input.,,
TextInput,Input,size,string,string,layout,,false,,false,"""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""xxlarge"" | ""2xl"" | ""3xl"" | ""4xl"" | ""5xl"" | ""6xl"" | ""string""","""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""xxlarge"" | ""2xl"" | ""3xl"" | ""4xl"" | ""5xl"" | ""6xl"" | ""string""",The size of the text.,,
TextInput,Input,suggestions,array[string] | array[object],array,behavior,,false,"[ { label: node, value: any }, ]",false,,,Suggestions to show. It is recommended to avoid showing too many suggestions and instead rely on the user to type more.,,
TextInput,Input,textAlign,string,enum,layout,,false,,false,"""start"" | ""center"" | ""end""","""start"" | ""center"" | ""end""",How to align the text inside the input.,,
TextInput,Input,value,string | number,union,content,,false,,false,"""text"" | 0","""text"" | 0",What text to put in the input.,,
TextInput,Input,width,string | object,union,layout,,true,"{ min: ""..."", max: ""..."" }",false,"""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""xxlarge"" | ""any CSS size""","""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""xxlarge"" | ""any CSS size""",A fixed width.,,
FormField,Input,a11yTitle,string,string,accessibility,,false,"""a user friendly label for screen readers""",false,,,Custom label to be used by screen readers. Should only be provided if FormField has no children. When a11yTitle is provided an aria-label will be added to the element if it has no children.,,
FormField,Input,component,object | function,union,behavior,,true,props => <input {...props} />,false,TextArea | props => <input {...props} />,TextArea | props => <input {...props} />,,,
FormField,Input,contentProps,object,object,behavior,,true,{},false,,,Any valid Box property.,,
FormField,Input,disabled,boolean,boolean,state,,false,,false,true | false,true | false,Whether the field should look disabled.,,
FormField,Input,error,string | node,union,state,,false,"""Text to call attention to an issue with this field""",true,,,Any error text describing issues with the field's value.,,
FormField,Input,help,string | node,union,behavior,,false,"""Text to help the user know what is possible""",true,<Box>...</Box>,<Box>...</Box>,Any help text describing how the field works.,,
FormField,Input,htmlFor,string,enum,accessibility,,false,"If input is Select or SelectMultiple: ""input-id__input""",false,"""input-id""","""input-id""","The id of the input element contained in this field. If the input element is Select or SelectMultiple, Grommet will automatically append ""__input"" to the id of the input element to ensure it's properly associated for assistive technologies.",pairs with Form id,
FormField,Input,info,string | node,union,behavior,,false,"""Additional information to give the user better context of the FormField.""",true,<Box>...</Box>,<Box>...</Box>,Any informational text regarding the field's value.,,
FormField,Input,label,string | node,union,content,,false,,true,"""label"" | <Box>...</Box>","""label"" | <Box>...</Box>",A short label describing the field.,,
FormField,Input,margin,string | object,union,layout,,true,"{ vertical: ""..."", horizontal: ""..."", top: ""..."", bottom: ""..."", left: ""..."", right: ""..."" }",false,"""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""","""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""",The amount of margin around the component.,,
FormField,Input,name,string,enum,content,,false,,false,"""name""","""name""",The name of the value data when in a Form and the name of the input field.,used by Form for value tracking,
FormField,Input,pad,boolean,boolean,layout,,false,,false,true | false,true | false,Whether to add padding to align with the padding of TextInput.,,
FormField,Input,required,formField.requiredIndicator | indicator: false | boolean | object,union,behavior,,true,required={{ indicator: false }},false,true | false | required={{ indicator: false }},true | false | required={{ indicator: false }},,,
FormField,Input,validate,object | function | array,union,behavior,,true,"{ regexp: regular expression, message: ""string"" | node, status: ""error"" | ""info"" }",false,() => {},() => {},"Validation rule when used within a grommet Form. Provide an object with a regular expression, a function, or an array of these.",,
FormField,Input,validateOn,string,enum,behavior,,false,,false,"""blur"" | ""submit"" | ""change""","""blur"" | ""submit"" | ""change""",When to perform validation,,
Form,Input,errors,object,object,behavior,,true,"{ name: ""string"" }",false,,,An object representing any errors in the data.,corresponds to FormField name,
Form,Input,infos,object,object,behavior,,true,"{ name: ""string"" }",false,,,An object representing any information details in the data.,,
Form,Input,kind,formField.kind.label | string,union,behavior,,false,,false,"""survey""","""survey""",,,
Form,Input,messages,object,object,behavior,,true,"{ invalid: ""invalid"", required: ""required"" }",false,,,Custom validation messages.,,
Form,Input,onChange,function,function,event,,false,(value) => {},false,(value) => {},(value) => {},Function that will be called when any fields are updated.,,
Form,Input,onReset,function,function,event,,false,() => {},false,() => {},() => {},Function that will be called when the form is reset.,,
Form,Input,onSubmit,function,function,event,,false,"({ value, touched }) => {}",false,"({ value, touched }) => {}","({ value, touched }) => {}",Function that will be called when the form is submitted.,,
Form,Input,onValidate,function,function,event,,false,() => {},false,() => {},() => {},Function that will be called when the form is validated.,,
Form,Input,validate,string,enum,behavior,,false,,false,"""blur"" | ""submit"" | ""change""","""blur"" | ""submit"" | ""change""",When to perform validation,,
Form,Input,value,object,object,content,,true,"{ name: ""value"" }",false,,,An object representing all of the data in the form.,controlled via onChange,
StarRating,Input,children,function,function,content,,false,"(option, { checked, hover }) => <Box ...>{...}</Box>",true,,,Function that will be called to render the visual representation.,,
StarRating,Input,disabled,boolean,boolean,state,,false,,false,true | false,true | false,Disables all options.,,
StarRating,Input,name,string,enum,content,,false,,false,"""name""","""name""",,,
StarRating,Input,onChange,function,function,event,,false,({ target: { value } }) => {...},false,({ target: { value } }) => {...},({ target: { value } }) => {...},Function that will be called when the user clicks on one of the radio buttons. It will be passed a React event object.,,
StarRating,Input,value,string | number | boolean | object,union,content,,true,"{ disabled: boolean, id: ""string"", label: ""string"" | element, value: ""string"" | number | boolean }",false,"""option1"" | 1 | true | false","""option1"" | 1 | true | false",Currently selected option value.,controlled: requires onChange,
ThumbsRating,Input,children,function,function,content,,false,"(option, { checked, hover }) => <Box ...>{...}</Box>",true,,,Function that will be called to render the visual representation.,,
ThumbsRating,Input,disabled,boolean,boolean,state,,false,,false,true | false,true | false,Disables all options.,,
ThumbsRating,Input,name,string,enum,content,,false,,false,"""name""","""name""",,,
ThumbsRating,Input,onChange,function,function,event,,false,({ target: { value } }) => {...},false,({ target: { value } }) => {...},({ target: { value } }) => {...},Function that will be called when the user clicks on one of the radio buttons. It will be passed a React event object.,,
ThumbsRating,Input,value,string | number | boolean | object,union,content,,true,"{ disabled: boolean, id: ""string"", label: ""string"" | element, value: ""string"" | number | boolean }",false,"""option1"" | 1 | true | false","""option1"" | 1 | true | false",Currently selected option value.,controlled: requires onChange,
